25-05-2023 10:51,/uploads/media/news_cover_photo/0001/86/thumb_85389_news_cover_photo_slider.jpg,Депутаты выступили перед экспертами на водном совете в Камбодже
25-05-2023 10:51,/uploads/media/news_cover_photo/0001/86/thumb_85389_news_cover_photo_slider.jpg,Рассмотрен законопроект о ратификации Соглашения о взаимной правовой помощи по административным вопросам в сфере обмена персональными данными
25-05-2023 10:51,/uploads/media/news_cover_photo/0001/86/thumb_85389_news_cover_photo_slider.jpg,Рассмотрен законопроект по ратификации Меморандума об обязательствах Исламской Республики Иран в целях получения статуса государства-члена Шанхайской организации сотрудничества
25-05-2023 10:51,/uploads/media/news_cover_photo/0001/86/thumb_85389_news_cover_photo_slider.jpg,Принят законопроект о ратификации Грантового соглашения по проекту «Модернизация и устойчивое развитие электроэнергетического сектора»
25-05-2023 10:51,/uploads/media/news_cover_photo/0001/86/thumb_85389_news_cover_photo_slider.jpg,"Рассмотрен законопроект, направленный на пресечение незаконной деятельности по организации и проведению подпольных (нелегальных) азартных игр"
25-05-2023 10:51,/uploads/media/news_cover_photo/0001/86/thumb_85389_news_cover_photo_slider.jpg,Принят проект Закона «О внесении изменений в Закон Кыргызской Республики «О медиации» во втором чтении
25-05-2023 10:51,/uploads/media/news_cover_photo/0001/86/thumb_85389_news_cover_photo_slider.jpg,Принят законопроект  «О внесении изменений в Закон Кыргызской Республики «О химизации и защите растений» в третьем чтении
25-05-2023 10:51,/uploads/media/news_cover_photo/0001/86/thumb_85389_news_cover_photo_slider.jpg,"Принят проект Закона «О внесении изменений в некоторые законодательные акты Кыргызской Республики (в Уголовный Кодекс, Кодекс о правонарушениях)» в третьем чтении"
25-05-2023 10:51,/uploads/media/news_cover_photo/0001/86/thumb_85389_news_cover_photo_slider.jpg,Делегация ЖК КР встретилась с исполнительным директором Малазийского управления инвестиционного развития Нажихан Абас
25-05-2023 10:51,/uploads/media/news_cover_photo/0001/86/thumb_85389_news_cover_photo_slider.jpg,Профильный комитет рекомендовал Жогорку Кенешу отклонить кандидатуру судьи Верховного суда  Болотбека Акматова в состав Совета по делам правосудия
25-05-2023 10:51,/uploads/media/news_cover_photo/0001/86/thumb_85389_news_cover_photo_slider.jpg,Депутаты в ходе рассмотрения вопроса «разное» обратили внимание на социальные вопросы
25-05-2023 10:51,/uploads/media/news_cover_photo/0001/86/thumb_85389_news_cover_photo_slider.jpg,Депутаты обозначили социально-экономические проблемы населения
25-05-2023 10:51,/uploads/media/news_cover_photo/0001/86/thumb_85389_news_cover_photo_slider.jpg,Депутаты Жогорку Кенеша встретились с членами Малазийской международной торгово-промышленной палаты
25-05-2023 10:51,/uploads/media/news_cover_photo/0001/86/thumb_85389_news_cover_photo_slider.jpg,Депутаты обратили внимание на вопросы в сфере сельского хозяйства
25-05-2023 10:51,/uploads/media/news_cover_photo/0001/86/thumb_85389_news_cover_photo_slider.jpg,Депутаты подняли вопросы социально-экономического характера
23-05-2023 17:05,/uploads/media/news_cover_photo/0001/86/thumb_85165_news_cover_photo_slider.jpeg,Депутат Исатбек кызы Аида встретилась с жителями Тогуз-Тороуского района
23-05-2023 17:05,/uploads/media/news_cover_photo/0001/86/thumb_85165_news_cover_photo_slider.jpeg,Заместитель Торага Жогорку Кенеша Джамиля Исаева приняла участие в работе V заседания членов Межпарламентского водного консультативного совета Азии
23-05-2023 17:05,/uploads/media/news_cover_photo/0001/86/thumb_85165_news_cover_photo_slider.jpeg,"Рассмотрен законопроект о внесении изменений в Гражданский кодекс, Закон «О финансовой аренде (лизинге)» в первом чтении"
23-05-2023 17:05,/uploads/media/news_cover_photo/0001/86/thumb_85165_news_cover_photo_slider.jpeg,"Заместитель торага Совета по устойчивому развитию в условиях изменения климата, депутат Динара Ашимова встретилась с представителями ОБСЕ во главе с Екатериной Накашидзе"
23-05-2023 17:05,/uploads/media/news_cover_photo/0001/86/thumb_85165_news_cover_photo_slider.jpeg,Принят проект Закона «О науке» в первом чтении
23-05-2023 17:05,/uploads/media/news_cover_photo/0001/86/thumb_85165_news_cover_photo_slider.jpeg,Принят законопроект «О внесении изменений в некоторые законодательные акты Кыргызской Республики по вопросам образования»  в первом чтении
23-05-2023 17:05,/uploads/media/news_cover_photo/0001/86/thumb_85165_news_cover_photo_slider.jpeg,Проект Закона по вопросам доверительного управления государственным имуществом возвращен в режим второго чтения
23-05-2023 17:05,/uploads/media/news_cover_photo/0001/86/thumb_85165_news_cover_photo_slider.jpeg,Рассмотрен законопроект «О государственном регулировании внешнеторговой деятельности» во втором чтении
23-05-2023 17:05,/uploads/media/news_cover_photo/0001/86/thumb_85165_news_cover_photo_slider.jpeg,Принят законопроект «О внесении изменений в Закон Кыргызской Республики «О защите прав потребителей» в третьем чтении
23-05-2023 17:05,/uploads/media/news_cover_photo/0001/86/thumb_85165_news_cover_photo_slider.jpeg,"Рассмотрен законопроект «О специальных защитных, антидемпинговых и компенсационных мерах при импорте товаров» в третьем чтении"
23-05-2023 17:05,/uploads/media/news_cover_photo/0001/86/thumb_85165_news_cover_photo_slider.jpeg,"Принят проект Закона о списании бюджетных кредитов, выданных субъектам предпринимательства Баткенской области"
23-05-2023 17:05,/uploads/media/news_cover_photo/0001/86/thumb_85165_news_cover_photo_slider.jpeg,"Принят законопроект о внесении изменений в законы «О внешней миграции», «О внешней трудовой миграции», «О правовом положении иностранных граждан в Кыргызской Республике»"
23-05-2023 17:05,/uploads/media/news_cover_photo/0001/86/thumb_85165_news_cover_photo_slider.jpeg,Принят проект Закона «О внесении изменений в Закон Кыргызской Республики «О рекламе» в третьем чтении
23-05-2023 17:05,/uploads/media/news_cover_photo/0001/86/thumb_85165_news_cover_photo_slider.jpeg,Торага Нурланбек Шакиев призвал использовать передовой опыт частных школ в государственных учебных заведениях
23-05-2023 17:05,/uploads/media/news_cover_photo/0001/86/thumb_85165_news_cover_photo_slider.jpeg,"Комитет Жогорку Кенеша ознакомился с деятельностью компаний, занимающихся разработкой песчано-гравийной смеси на территории горы Боз-Болток Аламудунского района"
22-05-2023 10:56,/uploads/media/news_cover_photo/0001/85/thumb_84938_news_cover_photo_slider.jpg,Торага Нурланбек Шакиев ознакомился с состоянием ряда школ Кеминского района
22-05-2023 10:56,/uploads/media/news_cover_photo/0001/85/thumb_84938_news_cover_photo_slider.jpg,Депутатская комиссия по изучению исполнения закона «О профессиональных союзах» посетила Иссык-Кульский район
22-05-2023 10:56,/uploads/media/news_cover_photo/0001/85/thumb_84938_news_cover_photo_slider.jpg,Комитет Жогорку Кенеша одобрил законопроект  «О внесении изменения в Уголовно-процессуальный кодекс Кыргызской Республики» во втором чтении
22-05-2023 10:56,/uploads/media/news_cover_photo/0001/85/thumb_84938_news_cover_photo_slider.jpg,Визит Торага Нурланбека Шакиева в Чуйскую область продолжается в Чуйском и Кеминском районах
22-05-2023 10:56,/uploads/media/news_cover_photo/0001/85/thumb_84938_news_cover_photo_slider.jpg,Торага Нурланбек Шакиев находится с рабочим визитом в Чуйской области
22-05-2023 10:56,/uploads/media/news_cover_photo/0001/85/thumb_84938_news_cover_photo_slider.jpg,Депутат Карим Ханджеза посетил Жаны-Пахтинский айыльный аймак Сокулукского района
22-05-2023 10:56,/uploads/media/news_cover_photo/0001/85/thumb_84938_news_cover_photo_slider.jpg,Комитет Жогорку Кенеша ознакомился с деятельностью ОАО «Кыргызиндустрия»
22-05-2023 10:56,/uploads/media/news_cover_photo/0001/85/thumb_84938_news_cover_photo_slider.jpg,Заместитель Торага Жогорку Кенеша Нурбек Сыдыгалиев провел встречу  с участием представителей «Росатом» и жителей Жумгальского района Нарынской области
22-05-2023 10:56,/uploads/media/news_cover_photo/0001/85/thumb_84938_news_cover_photo_slider.jpg,Торага Нурланбек Шакиев принял Омбудсмена Джамилю Джаманбаеву
22-05-2023 10:56,/uploads/media/news_cover_photo/0001/85/thumb_84938_news_cover_photo_slider.jpg,Депутаты Камила Талиева и Динара Ашимова выступили с докладом по экологическому вопросу
22-05-2023 10:56,/uploads/media/news_cover_photo/0001/85/thumb_84938_news_cover_photo_slider.jpg,Профильный комитет ознакомился с деятельностью ГП «Кара-Балтинский спиртзавод»
22-05-2023 10:56,/uploads/media/news_cover_photo/0001/85/thumb_84938_news_cover_photo_slider.jpg,Профильный комитет рассмотрел законопроект  «О внесении изменений в некоторые законодательные акты Кыргызской Республики по вопросам образования» в первом чтении
22-05-2023 10:56,/uploads/media/news_cover_photo/0001/85/thumb_84938_news_cover_photo_slider.jpg,Торага Нурланбек Шакиев принял участие в заседании Совета по устойчивому развитию в условиях изменения климата
22-05-2023 10:56,/uploads/media/news_cover_photo/0001/85/thumb_84938_news_cover_photo_slider.jpg,Комитет по социальной политике рассмотрел проект Закона «О внесении изменений в Закон Кыргызской Республики «О защите от недостоверной (ложной) информации»
22-05-2023 10:56,/uploads/media/news_cover_photo/0001/85/thumb_84938_news_cover_photo_slider.jpg,Комитет Жогорку Кенеша рассмотрел ряд законопроектов в третьем чтении
18-05-2023 12:53,/uploads/media/news_cover_photo/0001/85/thumb_84674_news_cover_photo_slider.jpg,Комитет Жогорку Кенеша одобрил проект Закона «О внесении изменений в Закон Кыргызской Республики «О семенах» во втором чтении
18-05-2023 12:53,/uploads/media/news_cover_photo/0001/85/thumb_84674_news_cover_photo_slider.jpg,Депутаты Аида Исатбек кызы и Дастан Бекешев приняли участие в международном форуме «Санкт-Петербург – парламентская столица Содружества»
